,id,rank,FDR,sign,log_FDR,log_rank,srank,desc
cgd6_2900-RA-p1,36,953.998924,0.0,-,3.0457574905606752,2.97954788487063,-953.998924,Exostosin-like protein
cgd4_450-RA-p1,37,947.291598,0.0,+,3.0457574905606752,2.976483685348662,947.291598,Proteasome activator Blm10 mid region-containing protein
cgd1_3550-RA-p1,38,945.771854,0.0,-,3.0457574905606752,2.9757863853461735,-945.771854,Apple domain containing protein
cgd6_4840-RA-p1,39,924.9244800000001,0.0,-,3.0457574905606752,2.966106274081508,-924.9244800000001,"Serine protease, subtilase family, signal peptide"
cgd8_5090-RA-p1,40,920.2708880000001,0.0,-,3.0457574905606752,2.963915683701085,-920.2708880000001,Uncharacterized protein
cgd6_1450-RA-p1,41,908.381851,0.0,-,3.0457574905606752,2.9582684486550392,-908.381851,Polysaccharide pyruvyl transferase with Fringe-like domain
cgd7_2583-RA-p1,42,837.8254860000001,0.0,-,3.0457574905606752,2.9231535671266777,-837.8254860000001,Polysaccharide pyruvyl transferase
cgd6_300-RA-p1,43,781.510492,0.0,-,3.0457574905606752,2.8929348129209345,-781.510492,Uncharacterized protein
cgd4_670-RA-p1,44,768.530701,0.0,-,3.0457574905606752,2.8856612212288266,-768.530701,Oocyst wall protein 3
cgd6_5330-RA-p1,45,751.979642,0.0,+,3.0457574905606752,2.8762060832954446,751.979642,Uncharacterized protein
cgd6_4550-RA-p1,46,751.17518,0.0,+,3.0457574905606752,2.87574122972781,751.17518,Ubiquitinyl hydrolase
cgd1_3730-RA-p1,47,711.79093,0.0,+,3.0457574905606752,2.852352449703164,711.79093,Glucosamine-fructose-6-phosphate aminotransferase/Sugar isomerase (SIS)
cgd2_3780-RA-p1,48,691.560064,0.0,-,3.0457574905606752,2.839829905820498,-691.560064,Uncharacterized protein
cgd6_4440-RA-p1,49,691.322538,0.0,-,3.0457574905606752,2.8396807156694703,-691.322538,Uncharacterized protein
cgd7_1970-RA-p1,50,663.199439,0.0,+,3.0457574905606752,2.821644150172936,663.199439,NPL4 Nuclear pore localisation protein Npl4 /Ubiquitin-like domain containing protein
cgd4_500-RA-p1,51,649.403128,0.0002,-,2.958607314841775,2.8125143761745957,-649.403128,Oocyst wall protein 7
cgd3_1220-RA-p1,52,640.14837,0.0002,-,2.958607314841775,2.806280643990706,-640.14837,Hyaluronan/mRNA-binding protein
cgd2_850-RA-p1,53,632.055534,0.0002,-,2.958607314841775,2.8007552381719227,-632.055534,Uncharacterized protein
cgd7_2620-RA-p1,54,625.559226,0.0002,+,2.958607314841775,2.7962684336254897,625.559226,ClpB Atpase/signal peptide containing protein
cgd7_5150-RA-p1,55,614.423253,0.0002,-,2.958607314841775,2.7884676433165745,-614.423253,Chitin-binding type-2 domain containing protein
cgd1_3210-RA-p1,56,599.50981,0.0002,+,2.958607314841775,2.7777962940136995,599.50981,Uncharacterized protein
cgd1_800-RA-p1,57,584.427844,0.0002,-,2.958607314841775,2.7667308989246258,-584.427844,Protein disulfide isomerase
cgd2_3320-RA-p1,58,571.6883799999999,0.00033999999999999997,-,2.906578314837765,2.757159364939187,-571.6883799999999,Papain family cysteine protease
cgd2_2120-RA-p1,59,545.230798,0.00033999999999999997,-,2.906578314837765,2.7365803794878083,-545.230798,High mobility group box domain containing protein
cgd3_440-RA-p1,60,523.278818,0.00033999999999999997,-,2.906578314837765,2.718733155125863,-523.278818,C-type lectin containing protein
cgd7_3810-RA-p1,61,520.876184,0.00033999999999999997,+,2.906578314837765,2.716734500658197,520.876184,Uncharacterized protein
cgd8_600-RA-p1,62,514.291695,0.00033999999999999997,-,2.906578314837765,2.711209511206577,-514.291695,"Serine aminopeptidase, S33"
cgd1_3560-RA-p1,63,510.424484,0.00033999999999999997,-,2.906578314837765,2.707931498415032,-510.424484,Uncharacterized protein
cgd4_3430-RA-p1,64,503.438943,0.00033999999999999997,+,2.906578314837765,2.7019468069132944,503.438943,Uncharacterized protein
cgd6_5380-RA-p1,65,502.738428,0.00033999999999999997,+,2.906578314837765,2.701342082822068,502.738428,Uncharacterized protein
cgd6_3520-RA-p1,66,491.36129900000003,0.00033999999999999997,+,2.906578314837765,2.691400947234345,491.36129900000003,unspecified product
cgd8_3600-RA-p1,67,488.796404,0.00033999999999999997,+,2.906578314837765,2.6891280022085127,488.796404,Uncharacterized protein
cgd8_3330-RA-p1,68,486.86416399999996,0.00033999999999999997,-,2.906578314837765,2.6874078091529667,-486.86416399999996,Translation initiation factor 1A
cgd5_4230-RA-p1,69,477.17661799999996,0.00043,-,2.876148359032914,2.6786791547754105,-477.17661799999996,EGF-like domain containing protein
cgd2_920-RA-p1,70,477.016917,0.00043,+,2.876148359032914,2.678533781198336,477.016917,Peptidase M16(Insulinase)
cgd7_4340-RA-p1,71,465.646959,0.0007,+,2.7958800173440754,2.668056771053784,465.646959,Uncharacterized Secreted Protein
cgd6_3330-RA-p1,72,463.699817,0.0007,+,2.7958800173440754,2.666236924500709,463.699817,SPX/VTC domain containing protein
cgd8_4240-RA-p1,73,455.55275199999994,0.00082,+,2.7644715530924513,2.6585386745603894,455.55275199999994,Cleavage/polyadenylation specificity factor subunit A
cgd8_2800-RA-p1,74,436.40606900000006,0.00082,-,2.7644715530924513,2.6398907815929387,-436.40606900000006,Signal peptide LNR (Lin-12/Notch) repeat containing protein
cgd8_3350-RA-p1,75,420.52406500000006,0.00082,-,2.7644715530924513,2.6237908538739005,-420.52406500000006,Oocyst wall protein 4
cgd6_1990-RA-p1,76,413.759047,0.00082,-,2.7644715530924513,2.6167475029027414,-413.759047,Uncharacterized protein
cgd4_3310-RA-p1,77,411.17985899999996,0.00082,+,2.7644715530924513,2.6140318332746983,411.17985899999996,Phosphoacetylglucosamine mutase
cgd4_3550-RA-p1,78,388.507467,0.00115,-,2.688246138944246,2.589399370230196,-388.507467,Secreted Kazal domain-containing protein
cgd5_3460-RA-p1,79,383.964918,0.0012699999999999999,+,2.6635402661514704,2.584291545682561,383.964918,5-Nucleotidase/apyrase
cgd3_3700-RA-p1,80,380.695372,0.0012699999999999999,-,2.6635402661514704,2.5805775972580784,-380.695372,Uncharacterized protein
cgd4_2120-RA-p1,81,368.053963,0.0016,+,2.6020599913279625,2.5659114983338336,368.053963,PX domain containing protein
cgd2_3050-RA-p1,82,362.670033,0.0016,-,2.6020599913279625,2.5595116718186177,-362.670033,Uncharacterized protein
cgd1_3690-RA-p1,83,330.626816,0.0016899999999999999,-,2.586700235918748,2.5193380747905674,-330.626816,Aspartyl (Acid) protease
cgd1_3840-RA-p1,84,320.86276000000004,0.0016899999999999999,-,2.586700235918748,2.506319314898517,-320.86276000000004,Insulinase-like peptidase/telomeric protein
cgd5_3980-RA-p1,85,320.088255,0.0016899999999999999,-,2.586700235918748,2.5052697388668115,-320.088255,Uncharacterized protein
cgd6_2430-RA-p1,86,316.62605,0.0017399999999999998,-,2.5783960731301687,2.5005466430147902,-316.62605,Nascent polypeptide-associated complex subunit beta
cgd3_3850-RA-p1,87,315.896703,0.0017399999999999998,+,2.5783960731301687,2.49954509321639,315.896703,PUA/Pseudouridine synthase II N-terminal/Dyskerin-like/tRNA pseudouridylate synthase B C-terminal domain containing protein
cgd8_4660-RA-p1,88,309.585595,0.00193,-,2.54821356447571,2.4907807447836086,-309.585595,Uncharacterized protein
cgd2_3040-RA-p1,89,299.915904,0.00213,-,2.518557371497695,2.4769994962240274,-299.915904,Uncharacterized protein
cgd4_3970-RA-p1,90,299.246453,0.00213,+,2.518557371497695,2.476029011370322,299.246453,Uncharacterized protein
cgd1_3650-RA-p1,91,293.623293,0.00213,+,2.518557371497695,2.4677905049909903,293.623293,Uncharacterized protein
cgd5_1210-RA-p1,92,285.52102599999995,0.00228,-,2.4975728800155674,2.455638095557501,-285.52102599999995,Uncharacterized protein
cgd4_850-RA-p1,93,276.18287200000003,0.00247,+,2.4723700991286615,2.4411967414890263,276.18287200000003,Uncharacterized Secreted Protein (CpLSP gene family)
cgd3_650-RA-p1,94,271.67815099999996,0.00255,+,2.462180904926726,2.4340547128320065,271.67815099999996,Uncharacterized protein
cgd6_670-RA-p1,95,271.54159500000003,0.00255,-,2.462180904926726,2.4338363646627554,-271.54159500000003,"Aspartic acid and asparagine hydroxylation/Peptidase C11, clostripain domain contining protein"
cgd8_1530-RA-p1,96,268.374294,0.00255,+,2.462180904926726,2.4287409149671464,268.374294,Ubiquitin carboxyl terminal hydrolase domain fused to a MATH domain
cgd2_3660-RA-p1,97,267.204658,0.00255,-,2.462180904926726,2.426844024634587,-267.204658,Subtilase family
cgd1_700-RA-p1,98,262.88799500000005,0.00296,+,2.413412695328245,2.4197707541387037,262.88799500000005,ABC transporter
cgd6_1340-RA-p1,99,256.994858,0.00343,+,2.3635121036466344,2.4099244339750054,256.994858,Calycin/START domain containing protein
cgd2_1960-RA-p1,100,253.650575,0.0036,+,2.3467874862246565,2.4042358511558635,253.650575,Mitogen-activated protein kinase
cgd4_2780-RA-p1,101,252.56867000000003,0.0036,-,2.3467874862246565,2.402379477296144,-252.56867000000003,DnaJ domain containing protein
cgd7_4310-RA-p1,102,251.68638399999998,0.0036,-,2.3467874862246565,2.400859721255092,-251.68638399999998,"Cysteine-rich secretory protein, allergen V5/Tpx-1-related"
cgd4_3480-RA-p1,103,248.028571,0.0036899999999999997,+,2.338187314462739,2.394501711120363,248.028571,Uncharacterized protein
cgd8_60-RA-p1,104,246.99721499999998,0.00385,-,2.3233063903751336,2.3926920564299046,-246.99721499999998,Uncharacterized Protein
cgd3_660-RA-p1,105,243.838677,0.00385,-,2.3233063903751336,2.3871025933063312,-243.838677,Uncharacterized protein
cgd5_1310-RA-p1,106,241.52785899999998,0.00387,+,2.321481620959886,2.3829672316182355,241.52785899999998,CS domain containing protein
cgd7_3800-RA-p1,107,237.855175,0.00411,+,2.300162274132754,2.376312604776289,237.855175,Uncharacterized Secreted Protein (CpLSP gene family)
cgd8_1160-RA-p1,108,231.31445499999998,0.00509,-,2.2225731776106885,2.3642027729806587,-231.31445499999998,Uncharacterized Secreted Protein
cgd7_3870-RA-p1,109,230.05769300000003,0.00509,+,2.2225731776106885,2.3618367604071078,230.05769300000003,Uncharacterized Secreted Protein (CpLSP gene family)
cgd8_2670-RA-p1,110,228.217914,0.00509,-,2.2225731776106885,2.358349731431874,-228.217914,Glucose-methanol-choline oxidoreductase
cgd6_5420-RA-p1,111,228.06530800000002,0.00509,+,2.2225731776106885,2.3580592278894206,228.06530800000002,Uncharacterized protein
cgd2_2100-RA-p1,112,219.992288,0.00562,-,2.18575240426808,2.3424074565597084,-219.992288,Uncharacterized protein
cgd3_3750-RA-p1,113,213.127513,0.00611,-,2.1542819820333414,2.3286395171604966,-213.127513,Multiprotein bridging factor 1
cgd2_1070-RA-p1,114,212.725307,0.00611,-,2.1542819820333414,2.327819159092529,-212.725307,40S ribosomal protein S25
cgd3_3060-RA-p1,115,212.57515,0.00611,+,2.1542819820333414,2.3275124942011303,212.57515,exportin 1
cgd5_4430-RA-p1,116,209.07138700000002,0.00629,+,2.1432711096171175,2.320294600401125,209.07138700000002,WD40-repeat-containing protein
cgd6_710-RA-p1,117,206.73191,0.00675,-,2.1163385648463824,2.3154075171077633,-206.73191,Uncharacterized Secreted Protein
cgd7_5280-RA-p1,118,200.08101200000002,0.00763,+,2.069050968832477,2.301205875368309,200.08101200000002,PH1/SSRP1-like domain containing protein
cgd5_1440-RA-p1,119,196.34946100000002,0.00782,+,2.059483515067433,2.29302971342387,196.34946100000002,Uncharacterized Secreted Protein (CpLSP gene family)
cgd8_1110-RA-p1,120,192.167176,0.008329999999999999,-,2.034798298974088,2.2836792079970727,-192.167176,ER lumen protein-retaining receptor
cgd7_2530-RA-p1,121,191.39221799999999,0.008329999999999999,+,2.034798298974088,2.2819242754033846,191.39221799999999,Signal peptide containing protein
cgd7_2170-RA-p1,122,189.401375,0.00869,+,2.0181813928293364,2.2773831275328567,189.401375,Voltage-dependent calcium channel alpha-1 subunit
cgd6_3420-RA-p1,123,188.76713700000002,0.00894,+,2.0070049015686586,2.2759263889989567,188.76713700000002,Nucleotide-diphospho-sugar transferase
cgd1_1550-RA-p1,124,185.695819,0.00944,+,1.9854794612420763,2.2688021255724666,185.695819,Uncharacterized protein
cgd8_2410-RA-p1,125,183.943687,0.00976,+,1.9722427953094466,2.2646848873119585,183.943687,RHD3/Sey1
cgd7_3820-RA-p1,126,182.954545,0.00992,+,1.9657727392294493,2.2623432028026884,182.954545,Uncharacterized protein
cgd7_3860-RA-p1,127,178.33300400000002,0.01063,+,1.938170692705301,2.2512317252766234,178.33300400000002,Uncharacterized protein
cgd7_2050-RA-p1,128,177.241783,0.01086,+,1.9295926782598802,2.2485661102557963,177.241783,Activator of Hsp90 ATPase
cgd8_4390-RA-p1,129,176.96301499999998,0.01086,-,1.9295926782598802,2.24788250896179,-176.96301499999998,Uncharacterized protein
cgd1_3543-RA-p1,130,174.102459,0.01138,-,1.9108016331948512,2.2408049050782117,-174.102459,Uncharacterized protein
cgd8_420-RA-p1,131,173.394561,0.01145,+,1.9083330424043154,2.2390354705062006,173.394561,Uncharacterized protein
cgd8_1930-RA-p1,132,173.155017,0.01145,+,1.9083330424043154,2.2384350793324925,173.155017,CLASP-N/GCN1 domain containg protein
cgd8_3940-RA-p1,133,172.81258200000002,0.01145,+,1.9083330424043154,2.237575359058653,172.81258200000002,"eIF-2B gamma, eukaryotic translation initiation factor 2B subunit 3"
cgd7_753-RA-p1,134,166.529228,0.01201,-,1.8890737577335797,2.221490468743908,-166.529228,Signal recognition particle SRP9/SRP14 subunit
cgd8_1120-RA-p1,135,165.878756,0.01207,+,1.8870600239159199,2.219790769732966,165.878756,HBS1 eRFS. GTpase. (RNA metabolism translation)
cgd4_2590-RA-p1,136,163.064494,0.01235,+,1.8777841217271733,2.212359407155846,163.064494,Glycerophosphodiester phosphodiesterase-like protein
cgd7_2070-RA-p1,137,162.864045,0.01235,+,1.8777841217271733,2.2118252170180583,162.864045,Uncharacterized Protein
cgd3_2620-RA-p1,138,159.45999799999998,0.01275,+,1.8648673486232252,2.2026517543102733,159.45999799999998,RNA polymerase Rpb1
cgd6_5360-RA-p1,139,157.885764,0.0136,+,1.8386319977650252,2.1983429729787294,157.885764,Uncharacterized protein
cgd5_1480-RA-p1,140,157.104641,0.01371,+,1.8353497840657031,2.196189014644808,157.104641,Uncharacterized Secreted Protein
cgd2_3120-RA-p1,141,155.907545,0.0139,+,1.8297382846050427,2.1928671329731713,155.907545,Uncharacterized protein
cgd4_4340-RA-p1,142,155.644875,0.0139,+,1.8297382846050427,2.192134825012985,155.644875,Diacylglycerol kinase
cgd8_680-RA-p1,143,154.56135700000002,0.0139,+,1.8297382846050427,2.189100922056827,154.56135700000002,Uncharacterized protein
cgd1_320-RA-p1,144,154.089786,0.0139,+,1.8297382846050427,2.1877738520159307,154.089786,Oxysterol-binding protein
cgd5_2720-RA-p1,145,153.91788799999998,0.0139,+,1.8297382846050427,2.18728909551859,153.91788799999998,Uncharacterized Secreted Protein
cgd6_5270-RA-p1,146,152.658031,0.01411,-,1.8236193077567295,2.1837196565039196,-152.658031,Uncharacterized protein
cgd8_2340-RA-p1,147,150.990513,0.01435,-,1.8167301563171954,2.1789496606628034,-150.990513,Cold-shock DNA-binding domain-containing protein
cgd5_4530-RA-p1,148,149.037011,0.01439,-,1.81559251458768,2.173294132016854,-149.037011,Uncharacterized protein
cgd7_4440-RA-p1,149,149.037011,0.01439,-,1.81559251458768,2.173294132016854,-149.037011,Glycosyltransferase 2-like
cgd5_3243-RA-p1,150,149.037011,0.01439,-,1.81559251458768,2.173294132016854,-149.037011,Uncharacterized protein
cgd4_2470-RA-p1,151,149.037011,0.01439,-,1.81559251458768,2.173294132016854,-149.037011,Uncharacterized protein
cgd6_3730-RA-p1,152,149.037011,0.01439,-,1.81559251458768,2.173294132016854,-149.037011,"Signal peptide, Peptidase S8/S53 domain containing protein"
cgd1_3240-RA-p1,153,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Uncharacterized protein
cgd2_3210-RA-p1,154,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Uncharacterized protein
cgd6_4610-RA-p1,155,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Uncharacterized protein with WD40 repeat
cgd2_3250-RA-p1,156,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Tetratricopeptide repeat
cgd1_2770-RA-p1,157,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,DNA-directed RNA polymerase subunit beta
cgd5_3700-RA-p1,158,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Sec1-like protein
cgd6_4290-RA-p1,159,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,MATH/TRAF domain/WD40/YVTN repeat containing protein
cgd4_2020-RA-p1,160,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Vacuolar import/degradation Vid27-related protein
cgd7_4530-RA-p1,161,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Uncharacterized Protein
cgd2_3300-RA-p1,162,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,RecQ mediated genome instability protein N-terminal domain containing protein
cgd7_4830-RA-p1,163,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Mechanosensitive ion channel MscS containing protein
cgd7_4990-RA-p1,164,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Ubiquitin ligase with a HECT domain at the C-terminus
cgd4_2690-RA-p1,165,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Sec7 domain containing protein
cgd7_5440-RA-p1,166,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Uncharacterized protein
cgd6_3530-RA-p1,167,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Uncharacterized protein with WD40-repeat
cgd5_2963-RA-p1,168,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,U5snrp Brr2 SFII RNA helicase (sec63 and the second part of the RNA)
cgd5_2860-RA-p1,169,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Uncharacterized protein
cgd7_830-RA-p1,170,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Queuine tRNA-ribosyltransferase catalytic subunit 1
cgd7_860-RA-p1,171,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Armadillo-like helical protein
cgd7_920-RA-p1,172,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,N-terminal acetyltransferase A auxiliary subunit with TPR repeat
cgd2_2770-RA-p1,173,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,U5 small nuclear ribonucleoprotein 200kDA helicase/Pre-mRNA splicing helicase BRR2 2
cgd1_2050-RA-p1,174,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Uncharacterized protein with WD40 repeat
cgd4_180-RA-p1,175,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Dos2-interacting transcription regulator of RNA-Pol-II
cgd7_3350-RA-p1,176,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Eukaryotic DNA topoisomerase I
cgd3_3880-RA-p1,177,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Snu114p Gtpase/U5 snRNP-specific protein
cgd8_4910-RA-p1,178,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,"Exonuclease, RNase T/DNA polymerase III"
cgd3_1480-RA-p1,179,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Pp2c protein phosphatase 2 C
cgd6_2390-RA-p1,180,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,DNA topoisomerase
cgd3_1340-RA-p1,181,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,NMD3p like protein
cgd6_2080-RA-p1,182,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Kem1p-like 5-3 exonuclease
cgd8_4850-RA-p1,183,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,SUN/Galactose-binding domain containing protein
cgd3_1180-RA-p1,184,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,E3 ubiquitin ligase
cgd3_1173-RA-p1,185,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,E3A like HECT domain containing ubiquitin protein ligase
cgd6_5250-RA-p1,186,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Transcription elongation factor Spt6
cgd7_1610-RA-p1,187,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Nucleoporin interacting component Nup93/Nic96
cgd8_4800-RA-p1,188,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,"Zinc finger, RING/FYVE/FHA/SMAD/PHD-type domain containg protein"
cgd1_1230-RA-p1,189,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Signal peptide region containing protein
cgd3_2010-RA-p1,190,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Uncharacterized protein with EF-hand domain
cgd4_1080-RA-p1,191,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Thioredoxin domain containing protein
cgd6_1150-RA-p1,192,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Uncharacterized protein
cgd1_1950-RA-p1,193,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Uncharacterized protein with RING-type Zinc finger and CDC48 domain 2
cgd7_2340-RA-p1,194,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Uncharacterized Protein
cgd5_900-RA-p1,195,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Flagellum site-determining protein YlxH/ Fe-S cluster assembling factor NBP35
cgd2_4090-RA-p1,196,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,50S ribosome-binding GTPase
cgd7_2610-RA-p1,197,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Kelch/SKP1/BTB/POZ domain containing protein
cgd6_3390-RA-p1,198,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Phosphatidylinositol kinase
cgd7_30-RA-p1,199,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Uncharacterized protein
cgd7_930-RA-p1,200,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Adipose-regulatory protein (Seipin)
cgd2_3460-RA-p1,201,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Myb-like DNA-binding /CHY zinc finger domain-containing protein
cgd2_3360-RA-p1,202,149.037011,0.0149,+,1.8013429130455774,2.173294132016854,149.037011,Uncharacterized protein
