,id,rank,FDR,sign,log_FDR,log_rank,srank,desc
cgd8_2800-RA-p1,47,18.075075,0.26682,+,0.5723191836685374,1.2570801080146219,18.075075,Signal peptide LNR (Lin-12/Notch) repeat containing protein
cgd2_2480-RA-p1,48,17.815769,0.26682,-,0.5723191836685374,1.2508045729822173,-17.815769,Methionine aminopeptidase 2
cgd1_3560-RA-p1,49,17.78797,0.26682,+,0.5723191836685374,1.2501263883255005,17.78797,Uncharacterized protein
cgd5_1140-RA-p1,50,17.440765,0.2696,-,0.5678327305574117,1.2415655303667417,-17.440765,Cinnamyl-alcohol dehydrogenase-like nucleoside diphosphate sugar epimerase
cgd6_3930-RA-p1,51,15.832932000000001,0.35059,+,0.4540870262817035,1.1995613465434511,15.832932000000001,Uncharacterized protein
cgd5_1210-RA-p1,52,15.775954999999998,0.35059,+,0.4540870262817035,1.1979956587989895,15.775954999999998,Uncharacterized protein
cgd1_3840-RA-p1,53,15.557289,0.35189000000000004,+,0.4524837336489759,1.191933919458398,15.557289,Insulinase-like peptidase/telomeric protein
cgd8_1160-RA-p1,54,15.451247,0.35189000000000004,+,0.4524837336489759,1.1889635351113201,15.451247,Uncharacterized Secreted Protein
cgd6_750-RA-p1,55,15.042074,0.372,-,0.4284076166386928,1.1773077208737448,-15.042074,Protein phosphatase-1 regulatory subunit 7 alpha2
cgd4_2590-RA-p1,56,14.639594,0.39,-,0.40793432956775283,1.1655290325963743,-14.639594,Glycerophosphodiester phosphodiesterase-like protein
cgd6_4610-RA-p1,57,14.360312,0.4007,-,0.3962062958630371,1.1571638757284521,-14.360312,Uncharacterized protein with WD40 repeat
cgd2_850-RA-p1,58,14.037004999999999,0.41776,+,0.37813853089077326,1.1472744546081468,14.037004999999999,Uncharacterized protein
cgd6_20-RA-p1,59,13.337557,0.46475,-,0.3319403927090597,1.1250762884574614,-13.337557,IMP dehydrogenase/GMP reductase
cgd3_1460-RA-p1,60,13.095142,0.479,-,0.31884925006757864,1.1171102121527794,-13.095142,GAF domain containing protein
cgd7_5280-RA-p1,61,12.938350999999999,0.48443,-,0.3139628625446585,1.1118789287874205,-12.938350999999999,PH1/SSRP1-like domain containing protein
cgd7_3980-RA-p1,62,12.751114999999999,0.49323,-,0.3061587780900594,1.1055481625876207,-12.751114999999999,PX/WD40 domain containing protein
cgd6_4970-RA-p1,63,12.596917999999999,0.49905,-,0.3010734272837887,1.1002643023143834,-12.596917999999999,Hsp60 GroEL-like chaperone (ATpase)
cgd3_1780-RA-p1,64,12.358244000000001,0.5160899999999999,+,0.2865178572674134,1.09195676563236,12.358244000000001,Uncharacterized protein
cgd2_660-RA-p1,65,12.208072,0.5956899999999999,-,0.22432403052678365,1.0866470819730667,-12.208072,Uncharacterized protein
cgd6_3840-RA-p1,66,12.208072,0.5956899999999999,-,0.22432403052678365,1.0866470819730667,-12.208072,SET domain containing protein
cgd6_4200-RA-p1,67,12.208072,0.5956899999999999,-,0.22432403052678365,1.0866470819730667,-12.208072,Serine/threonine-protein phosphatase
cgd4_810-RA-p1,68,12.208072,0.5956899999999999,-,0.22432403052678365,1.0866470819730667,-12.208072,UDP-N-acetylglucosamine pyrophosphorylase
cgd1_1620-RA-p1,69,12.208072,0.5956899999999999,-,0.22432403052678365,1.0866470819730667,-12.208072,RPB7 like OB fold RNA polymerase subunit
cgd7_1300-RA-p1,70,12.208072,0.5956899999999999,-,0.22432403052678365,1.0866470819730667,-12.208072,Protein kinase-like domain containing protein
cgd3_3940-RA-p1,71,12.208072,0.5956899999999999,-,0.22432403052678365,1.0866470819730667,-12.208072,membrane associated protein
cgd3_2010-RA-p1,72,12.208072,0.5956899999999999,-,0.22432403052678365,1.0866470819730667,-12.208072,Uncharacterized protein with EF-hand domain
cgd3_350-RA-p1,73,12.208072,0.5956899999999999,-,0.22432403052678365,1.0866470819730667,-12.208072,Pop2p-like 35 exonuclease/CCR4-NOT transcription complex
cgd1_3820-RA-p1,74,12.208072,0.5956899999999999,+,0.22432403052678365,1.0866470819730667,12.208072,Uncharacterized protein
cgd5_790-RA-p1,75,12.208072,0.5956899999999999,+,0.22432403052678365,1.0866470819730667,12.208072,Glycosyltransferase family 92
cgd3_2130-RA-p1,76,12.208072,0.5956899999999999,+,0.22432403052678365,1.0866470819730667,12.208072,Uncharacterized protein
cgd8_1220-RA-p1,77,12.208072,0.5956899999999999,+,0.22432403052678365,1.0866470819730667,12.208072,Alpha/Beta hydrolase fold containing protein
cgd6_3730-RA-p1,78,12.208072,0.5956899999999999,+,0.22432403052678365,1.0866470819730667,12.208072,"Signal peptide, Peptidase S8/S53 domain containing protein"
cgd6_1990-RA-p1,79,12.208072,0.5956899999999999,+,0.22432403052678365,1.0866470819730667,12.208072,Uncharacterized protein
cgd5_3243-RA-p1,80,12.208072,0.5956899999999999,+,0.22432403052678365,1.0866470819730667,12.208072,Uncharacterized protein
cgd5_4530-RA-p1,81,12.208072,0.5956899999999999,+,0.22432403052678365,1.0866470819730667,12.208072,Uncharacterized protein
cgd4_3550-RA-p1,82,11.857639,0.5956899999999999,+,0.22432403052678365,1.0739982243278443,11.857639,Secreted Kazal domain-containing protein
cgd7_4310-RA-p1,83,11.559823,0.5956899999999999,+,0.22432403052678365,1.0629511843689567,11.559823,"Cysteine-rich secretory protein, allergen V5/Tpx-1-related"
cgd6_1150-RA-p1,84,11.302745,0.5956899999999999,-,0.22432403052678365,1.0531839296408476,-11.302745,Uncharacterized protein
cgd5_3420-RA-p1,85,11.149744,0.5956899999999999,+,0.22432403052678365,1.047264896024206,11.149744,TSP1/LNR (Lin-12/Notch) repeat containing protein
cgd1_1433-RA-p1,86,10.695393,0.5956899999999999,-,0.22432403052678365,1.0291967472615058,-10.695393,Uncharacterized protein
cgd5_3700-RA-p1,87,10.405187,0.6090800000000001,-,0.214684404386008,1.0172498896738675,-10.405187,Sec1-like protein
cgd7_2050-RA-p1,88,10.3736,0.6090800000000001,-,0.214684404386008,1.0159294978370585,-10.3736,Activator of Hsp90 ATPase
cgd7_3250-RA-p1,89,10.257556,0.61,-,0.21402987486799047,1.011043896628431,-10.257556,Uncharacterized Protein
cgd1_1710-RA-p1,90,9.881753,0.646,-,0.18916284885951165,0.9948339942530878,-9.881753,Phosphoglycerate mutase
cgd4_2120-RA-p1,91,9.847068,0.646,-,0.18916284885951165,0.9933069369976507,-9.847068,PX domain containing protein
cgd2_3210-RA-p1,92,9.585609,0.67098,-,0.17270828645739136,0.9816197100088192,-9.585609,Uncharacterized protein
cgd8_420-RA-p1,93,9.584700999999999,0.67098,-,0.17270828645739136,0.9815785693710452,-9.584700999999999,Uncharacterized protein
cgd6_5360-RA-p1,94,9.174175,0.71032,-,0.14799603920388563,0.9625670201658627,-9.174175,Uncharacterized protein
cgd8_3600-RA-p1,95,9.128865,0.71063,-,0.14780678418154078,0.9604167846669881,-9.128865,Uncharacterized protein
cgd5_3260-RA-p1,96,9.060205999999999,0.7115600000000001,+,0.14723951344846725,0.9571380722514482,9.060205999999999,"Glycosyl transferase, family 8"
cgd4_3480-RA-p1,97,8.925236,0.72505,-,0.13909329041820065,0.9506197084976937,-8.925236,Uncharacterized protein
cgd3_3430-RA-p1,98,8.824921,0.73133,+,0.13535248172660871,0.9457108263071534,8.824921,Amine oxidase
cgd1_1550-RA-p1,99,8.809341,0.73133,-,0.13535248172660871,0.9449434213782016,-8.809341,Uncharacterized protein
cgd7_3830-RA-p1,100,8.468838,0.7684,-,0.11390426756225261,0.9278238253475146,-8.468838,Uncharacterized protein
cgd8_4660-RA-p1,101,8.434069000000001,0.7684,+,0.11390426756225261,0.9260371497019265,8.434069000000001,Uncharacterized protein
cgd8_2660-RA-p1,102,8.21932,0.79147,-,0.10107197568914045,0.9148358890165028,-8.21932,Uncharacterized protein
cgd3_3210-RA-p1,103,8.196232,0.79147,-,0.10107197568914045,0.9136142429080006,-8.196232,HAD-like/Lipin_domain_containing_protein(PV1H14080_P)
cgd1_1240-RA-p1,104,8.129714,0.79147,-,0.10107197568914045,0.9100752675612765,-8.129714,Sec14 domain containing protein
cgd1_3490-RA-p1,105,8.002583999999999,0.80657,-,0.09287360407609761,0.9032302414597209,-8.002583999999999,Uncharacterized protein
cgd7_1930-RA-p1,106,7.756087,0.8430200000000001,-,0.07369872067916772,0.8896426719136321,-7.756087,Creatinase/Aminopeptidase P/Spt16/cdc68p/PH-like domain-containing protein
cgd1_2480-RA-p1,107,7.7452179999999995,0.8430200000000001,-,0.07369872067916772,0.8890336460932423,-7.7452179999999995,Actin family
cgd5_1330-RA-p1,108,7.400189,0.89546,+,0.04751753206432751,0.8692428117051508,7.400189,RRM domain containing protein
cgd2_3930-RA-p1,109,7.279611,0.91156,-,0.03978616485509159,0.8621081725730356,-7.279611,Deoxyhypusine synthase
cgd3_560-RA-p1,110,7.208972999999999,0.9198200000000001,-,0.035872422944638126,0.8578733989494232,-7.208972999999999,Uncharacterized protein
cgd3_2190-RA-p1,111,7.172588,0.9198200000000001,-,0.035872422944638126,0.8556758852805261,-7.172588,UBA-like/Ubiquitin-associated/Aspartic peptidase domain containing protein
cgd7_1970-RA-p1,112,7.137055,0.9198200000000001,-,0.035872422944638126,0.8535190435559293,-7.137055,NPL4 Nuclear pore localisation protein Npl4 /Ubiquitin-like domain containing protein
cgd1_320-RA-p1,113,7.032309,0.9308,-,0.03072390451106806,0.8470979454056691,-7.032309,Oxysterol-binding protein
cgd6_2840-RA-p1,114,7.0066679999999995,0.9308,-,0.03072390451106806,0.845511539616603,-7.0066679999999995,Sucrose-phosphatase-like protein /HAD superfamily hydrolase
cgd3_2330-RA-p1,115,7.004838,0.9308,-,0.03072390451106806,0.8453980958645321,-7.004838,DEAD/DEAH box helicase with DBP10CT (NUC160) domain
cgd7_830-RA-p1,116,6.963525,0.9308,-,0.03072390451106806,0.842829139108917,-6.963525,Queuine tRNA-ribosyltransferase catalytic subunit 1
cgd3_660-RA-p1,117,6.917298,0.9308,+,0.03072390451106806,0.8399364856639114,6.917298,Uncharacterized protein
cgd2_2890-RA-p1,118,6.843392999999999,0.9329700000000001,-,0.029713575817146058,0.8352714812253748,-6.843392999999999,Biotin--acetyl-CoA-carboxylase ligase
cgd1_3690-RA-p1,119,6.713669,0.9520200000000001,+,0.02094355793136447,0.826959925679182,6.713669,Aspartyl (Acid) protease
cgd5_90-RA-p1,120,6.513942,0.991,-,0.0035321097382827633,0.8138438872973082,-6.513942,Uncharacterized protein
cgd2_3780-RA-p1,121,6.5114790000000005,0.991,+,0.0035321097382827633,0.8136796442649061,6.5114790000000005,Uncharacterized protein
cgd3_80-RA-p1,122,6.476436,0.991,-,0.0035321097382827633,0.8113360781944109,-6.476436,Adenosylhomocysteinase
cgd2_1160-RA-p1,123,6.3912629999999995,0.9974,-,0.0007389288868995428,0.8055866891020915,-6.3912629999999995,Eukaryotic translation initiation factor 3 subunit L
cgd7_200-RA-p1,124,6.328391000000001,1.0,-,-0.000390689249910088,0.8012933042280024,-6.328391000000001,Uncharacterized protein
cgd4_1080-RA-p1,125,6.298826999999999,1.0,-,-0.000390689249910088,0.7992596804284344,-6.298826999999999,Thioredoxin domain containing protein
cgd8_1640-RA-p1,126,6.204173,1.0,-,-0.000390689249910088,0.792683899376551,-6.204173,PRA1 family protein
cgd5_3230-RA-p1,127,6.183066,1.0,-,-0.000390689249910088,0.791203882320131,-6.183066,Manganese/iron superoxide dismutase
cgd4_4340-RA-p1,128,6.1557830000000004,1.0,-,-0.000390689249910088,0.789283301938578,-6.1557830000000004,Diacylglycerol kinase
cgd2_590-RA-p1,129,6.120414,1.0,+,-0.000390689249910088,0.7867807998962772,6.120414,Nucleotide-sugar transporter
cgd3_650-RA-p1,130,6.0814639999999995,1.0,-,-0.000390689249910088,0.7840081402243733,-6.0814639999999995,Uncharacterized protein
cgd5_1310-RA-p1,131,5.974956,1.0,-,-0.000390689249910088,0.7763347114565663,-5.974956,CS domain containing protein
cgd8_3320-RA-p1,132,5.826953,1.0,-,-0.000390689249910088,0.7654415151001088,-5.826953,Phenylalanyl-tRNA synthetase beta chain
cgd5_830-RA-p1,133,5.815087,1.0,+,-0.000390689249910088,0.7645562166289182,5.815087,Signal Peptide Uncharacterized transmembrane Protein
cgd3_2030-RA-p1,134,5.803026,1.0,-,-0.000390689249910088,0.7636545163910398,-5.803026,Choline/ethanolamine kinase
cgd7_2090-RA-p1,135,5.799125,1.0,-,-0.000390689249910088,0.7633624700562269,-5.799125,RuvB-like helicase
cgd3_1810-RA-p1,136,5.737622,1.0,-,-0.000390689249910088,0.7587319331184741,-5.737622,Casein kinase I
cgd7_400-RA-p1,137,5.734593,1.0,+,-0.000390689249910088,0.7585026002448743,5.734593,Uncharacterized protein
cgd2_3080-RA-p1,138,5.687011,1.0,+,-0.000390689249910088,0.7548840682793666,5.687011,CpTSP10 protein/Kringle domain containing protein
cgd3_980-RA-p1,139,5.645217,1.0,+,-0.000390689249910088,0.7516806406969899,5.645217,Peptidase S54 rhomboid domain containing protein
cgd3_3710-RA-p1,140,5.635225,1.0,-,-0.000390689249910088,0.75091126098685,-5.635225,Uncharacterized protein
cgd8_2670-RA-p1,141,5.595619,1.0,+,-0.000390689249910088,0.747848136157408,5.595619,Glucose-methanol-choline oxidoreductase
cgd3_2320-RA-p1,142,5.5854669999999995,1.0,+,-0.000390689249910088,0.7470594902616772,5.5854669999999995,cGMP phosphodiesterase A4
cgd7_920-RA-p1,143,5.577516999999999,1.0,-,-0.000390689249910088,0.7464409026663085,-5.577516999999999,N-terminal acetyltransferase A auxiliary subunit with TPR repeat
cgd5_3823-RA-p1,144,5.576059,1.0,+,-0.000390689249910088,0.7463273603623476,5.576059,Chromatin target of PRMT1 protein-like protein
cgd5_2580-RA-p1,145,5.525071,1.0,+,-0.000390689249910088,0.7423378633001514,5.525071,Uncharacterized protein with C2H2-type Zinc finger
cgd5_3850-RA-p1,146,5.514881,1.0,-,-0.000390689249910088,0.7415361456790328,-5.514881,Adapter-protein complex 1 gamma subunit
cgd5_4470-RA-p1,147,5.4900150000000005,1.0,-,-0.000390689249910088,0.739573531045416,-5.4900150000000005,Thrombospondin type-1 (TSP1) repeat/EGF-like domain containing protein
cgd5_670-RA-p1,148,5.452376,1.0,-,-0.000390689249910088,0.736585797473458,-5.452376,RuvB-like helicase
cgd5_1450-RA-p1,149,5.436675,1.0,-,-0.000390689249910088,0.7353333720075371,-5.436675,Uncharacterized protein
cgd1_1170-RA-p1,150,5.330366000000001,1.0,-,-0.000390689249910088,0.7267570301003401,-5.330366000000001,Ubiquitin carboxyl-terminal hydrolase
cgd8_4760-RA-p1,151,5.310728,1.0,-,-0.000390689249910088,0.7251540586919456,-5.310728,Arginine n-methyltransferase
cgd3_4240-RA-p1,152,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Insulinase (Peptidase family M16)
cgd2_240-RA-p1,153,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Ubiquitin-conjugating enzyme
cgd3_3680-RA-p1,154,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Uncharacterized protein with EF-hand domain
cgd2_1460-RA-p1,155,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,SUMO-1 activating enzyme subunit 2
cgd2_990-RA-p1,156,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Queuine tRNA-ribosyltransferase
cgd4_3190-RA-p1,157,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Small nuclear ribonucleoprotein
cgd8_2250-RA-p1,158,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,XRN 5-3 exonuclease N-terminus
cgd4_3250-RA-p1,159,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,tRNA (guanine(26)-N(2))-dimethyltransferase
cgd6_3480-RA-p1,160,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Uncharacterized protein
cgd3_3640-RA-p1,161,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Protein kinase-like domain containing protein
cgd6_2730-RA-p1,162,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Signal Peptide Uncharacterized transmembrane Protein
cgd8_510-RA-p1,163,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Pus1p-like type II pseudousynthas TruA
cgd7_5300-RA-p1,164,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Rab geranylgeranyltransferase alpha subunit
cgd8_4850-RA-p1,165,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,SUN/Galactose-binding domain containing protein
cgd1_1540-RA-p1,166,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Dynein intermediate chain
cgd8_290-RA-p1,167,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Serine-threonine protein phosphatase
cgd3_2220-RA-p1,168,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Ubiquitin-conjugating enzyme
cgd3_1750-RA-p1,169,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Uncharacterized protein
cgd1_3240-RA-p1,170,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Uncharacterized protein
cgd2_1840-RA-p1,171,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Signal peptide
cgd2_620-RA-p1,172,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Protein transport Sec61-beta/Sbh
cgd2_630-RA-p1,173,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Inward rectifier potassium channel
cgd7_190-RA-p1,174,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Dynamitin
cgd5_2040-RA-p1,175,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Glycosyl transferase family 2
cgd7_2840-RA-p1,176,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,SUMO-conjugating enzyme Ubc9
cgd8_1560-RA-p1,177,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Peptidyl-prolyl cis-trans isomerase
cgd5_2730-RA-p1,178,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Uncharacterized protein
cgd4_920-RA-p1,179,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Histidine phosphatase superfamily clade-2
cgd3_4250-RA-p1,180,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,unspecified product
cgd5_1150-RA-p1,181,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Transcription factor IIS domain containing protein
cgd5_2380-RA-p1,182,5.301898,1.0,-,-0.000390689249910088,0.7244313683493072,-5.301898,Uncharacterized Protein
cgd2_3130-RA-p1,183,5.301898,1.0,+,-0.000390689249910088,0.7244313683493072,5.301898,Uncharacterized protein
cgd3_1830-RA-p1,184,5.301898,1.0,+,-0.000390689249910088,0.7244313683493072,5.301898,Uncharacterized protein
cgd2_4350-RA-p1,185,5.301898,1.0,+,-0.000390689249910088,0.7244313683493072,5.301898,Patched family protein
cgd4_2470-RA-p1,186,5.301898,1.0,+,-0.000390689249910088,0.7244313683493072,5.301898,Uncharacterized protein
cgd4_4160-RA-p1,187,5.301898,1.0,+,-0.000390689249910088,0.7244313683493072,5.301898,Uncharacterized protein
cgd7_4440-RA-p1,188,5.301898,1.0,+,-0.000390689249910088,0.7244313683493072,5.301898,Glycosyltransferase 2-like
cgd7_3500-RA-p1,189,5.301898,1.0,+,-0.000390689249910088,0.7244313683493072,5.301898,Leo1-like protein
cgd7_1350-RA-p1,190,5.301898,1.0,+,-0.000390689249910088,0.7244313683493072,5.301898,Uncharacterized protein
cgd6_3530-RA-p1,191,5.257357,1.0,-,-0.000390689249910088,0.7207674687182218,-5.257357,Uncharacterized protein with WD40-repeat
cgd7_4070-RA-p1,192,5.231749,1.0,-,-0.000390689249910088,0.7186468999702983,-5.231749,"Arsenical pump ATPase, ArsA/GET3"
cgd1_50-RA-p1,193,5.148814,1.0,+,-0.000390689249910088,0.7117072032988455,5.148814,Uncharacterized protein with Tetratricopeptide repeat
cgd8_2530-RA-p1,194,5.132976,1.0,+,-0.000390689249910088,0.7103692336564509,5.132976,Sushi/SCR/CCP domain containing protein
cgd6_710-RA-p1,195,5.116535,1.0,+,-0.000390689249910088,0.7089759492937003,5.116535,Uncharacterized Secreted Protein
cgd3_1220-RA-p1,196,5.103673000000001,1.0,+,-0.000390689249910088,0.7078828407042854,5.103673000000001,Hyaluronan/mRNA-binding protein
cgd1_1060-RA-p1,197,5.091891,1.0,-,-0.000390689249910088,0.7068790983191674,-5.091891,Uncharacterized protein with Armadillo-type fold
cgd1_1080-RA-p1,198,5.069776999999999,1.0,-,-0.000390689249910088,0.7049888568087972,-5.069776999999999,Alpha beta hydrolase
cgd5_680-RA-p1,199,5.053105,1.0,-,-0.000390689249910088,0.703558322668632,-5.053105,WD40-repeat-containing protein
cgd8_4720-RA-p1,200,5.040396,1.0,-,-0.000390689249910088,0.7024646582429075,-5.040396,"Seryl-tRNA synthetase, cytoplasmic"
cgd4_960-RA-p1,201,4.9800699999999996,1.0,-,-0.000390689249910088,0.6972354472577248,-4.9800699999999996,Phosphomannomutase
cgd6_620-RA-p1,202,4.954636,1.0,-,-0.000390689249910088,0.6950117538771602,-4.954636,"Casein kinase II, alpha subunit"
