Gene_acc,Gene_id,SignedRank,log10iBAQ,FDR,Desc
29,cgd6_2920-RA-p1,24.30903,7.256779863761431,0.1669,Uncharacterized protein
30,cgd7_3110-RA-p1,23.778398000000003,6.811095542916726,0.17267000000000002,S1/P1 nuclease
31,cgd5_3980-RA-p1,22.478554000000003,6.095582229046026,0.2,Uncharacterized protein
32,cgd5_4230-RA-p1,22.445954999999998,6.180044592721136,0.2,EGF-like domain containing protein
33,cgd1_370-RA-p1,22.067086,7.094377364951868,0.20090999999999998,carboxypeptidase A with signal peptide region
34,cgd2_490-RA-p1,22.045317,9.389108455276713,0.20090999999999998,Uncharacterized protein
35,cgd6_3820-RA-p1,21.9622,7.209981496452005,0.20090999999999998,Aspartic peptidase A1 family
36,cgd5_3073-RA-p1,21.673241,7.434297331868858,0.20090999999999998,Carboxylic ester hydrolase
37,cgd7_180-RA-p1,21.382019,7.87444605989493,0.20090999999999998,Uncharacterized protein
38,cgd6_2900-RA-p1,21.070053,6.893886541395651,0.20090999999999998,Exostosin-like protein
39,cgd4_2420-RA-p1,-21.002129999999998,6.15527443211865,0.20090999999999998,Sushi/SCR/CCP domain containing protein
40,cgd4_3310-RA-p1,-20.872588,6.431776764070729,0.20090999999999998,Phosphoacetylglucosamine mutase
41,cgd1_3550-RA-p1,19.978645999999998,7.212571549899752,0.22073,Apple domain containing protein
42,cgd4_500-RA-p1,19.737609,7.5121950502702886,0.22286,Oocyst wall protein 7
43,cgd3_1480-RA-p1,-19.256513,6.55856546172175,0.23465,Pp2c protein phosphatase 2 C
44,cgd1_3340-RA-p1,-18.305281,6.778227245268618,0.26682,HAD-superfamily hydrolase subfamily IIB
45,cgd3_440-RA-p1,18.301458,6.620952843173795,0.26682,C-type lectin containing protein
46,cgd7_2583-RA-p1,18.300892,6.409327308000392,0.26682,Polysaccharide pyruvyl transferase
47,cgd8_2800-RA-p1,18.075075,7.451071025508713,0.26682,Signal peptide LNR (Lin-12/Notch) repeat containing protein
48,cgd2_2480-RA-p1,-17.815769,6.226504616301312,0.26682,Methionine aminopeptidase 2
49,cgd1_3560-RA-p1,17.78797,7.7778604169962176,0.26682,Uncharacterized protein
50,cgd5_1140-RA-p1,-17.440765,6.791048649049568,0.2696,Cinnamyl-alcohol dehydrogenase-like nucleoside diphosphate sugar epimerase
51,cgd6_3930-RA-p1,15.832932000000001,6.367172845026937,0.35059,Uncharacterized protein
52,cgd5_1210-RA-p1,15.775954999999998,6.4347599302992755,0.35059,Uncharacterized protein
53,cgd1_3840-RA-p1,15.557289,6.146037548235072,0.35189000000000004,Insulinase-like peptidase/telomeric protein
54,cgd8_1160-RA-p1,15.451247,6.418225034449032,0.35189000000000004,Uncharacterized Secreted Protein
55,cgd6_750-RA-p1,-15.042074,6.365844602614878,0.372,Protein phosphatase-1 regulatory subunit 7 alpha2
56,cgd4_2590-RA-p1,-14.639594,6.57969558592304,0.39,Glycerophosphodiester phosphodiesterase-like protein
57,cgd6_4610-RA-p1,-14.360312,5.91294085573138,0.4007,Uncharacterized protein with WD40 repeat
58,cgd2_850-RA-p1,14.037004999999999,7.751766387669954,0.41776,Uncharacterized protein
59,cgd6_20-RA-p1,-13.337557,6.330526019230922,0.46475,IMP dehydrogenase/GMP reductase
60,cgd3_1460-RA-p1,-13.095142,6.304615024912668,0.479,GAF domain containing protein
61,cgd7_5280-RA-p1,-12.938350999999999,6.862976595365149,0.48443,PH1/SSRP1-like domain containing protein
62,cgd7_3980-RA-p1,-12.751114999999999,5.9194961393679115,0.49323,PX/WD40 domain containing protein
63,cgd6_4970-RA-p1,-12.596917999999999,6.901658167117843,0.49905,Hsp60 GroEL-like chaperone (ATpase)
64,cgd3_1780-RA-p1,12.358244000000001,5.478931861027784,0.5160899999999999,Uncharacterized protein
65,cgd2_660-RA-p1,-12.208072,5.846718447413758,0.5956899999999999,Uncharacterized protein
66,cgd6_3840-RA-p1,-12.208072,5.2189274361890385,0.5956899999999999,SET domain containing protein
67,cgd6_4200-RA-p1,-12.208072,6.1423828953312904,0.5956899999999999,Serine/threonine-protein phosphatase
68,cgd4_810-RA-p1,-12.208072,6.166894011438984,0.5956899999999999,UDP-N-acetylglucosamine pyrophosphorylase
69,cgd1_1620-RA-p1,-12.208072,5.813995294171284,0.5956899999999999,RPB7 like OB fold RNA polymerase subunit
70,cgd7_1300-RA-p1,-12.208072,5.900865507341667,0.5956899999999999,Protein kinase-like domain containing protein
71,cgd3_3940-RA-p1,-12.208072,5.83962153149359,0.5956899999999999,membrane associated protein
72,cgd3_2010-RA-p1,-12.208072,5.444235604029098,0.5956899999999999,Uncharacterized protein with EF-hand domain
73,cgd3_350-RA-p1,-12.208072,5.529786986461822,0.5956899999999999,Pop2p-like 35 exonuclease/CCR4-NOT transcription complex
74,cgd1_3820-RA-p1,12.208072,6.09093847879346,0.5956899999999999,Uncharacterized protein
75,cgd5_790-RA-p1,12.208072,5.987058930308149,0.5956899999999999,Glycosyltransferase family 92
76,cgd3_2130-RA-p1,12.208072,6.077879429357674,0.5956899999999999,Uncharacterized protein
77,cgd8_1220-RA-p1,12.208072,5.348128577720524,0.5956899999999999,Alpha/Beta hydrolase fold containing protein
78,cgd6_3730-RA-p1,12.208072,5.972635528242239,0.5956899999999999,"Signal peptide, Peptidase S8/S53 domain containing protein"
79,cgd6_1990-RA-p1,12.208072,6.295549874438891,0.5956899999999999,Uncharacterized protein
80,cgd5_3243-RA-p1,12.208072,6.205646375630688,0.5956899999999999,Uncharacterized protein
81,cgd5_4530-RA-p1,12.208072,6.938433825108068,0.5956899999999999,Uncharacterized protein
82,cgd4_3550-RA-p1,11.857639,7.418913538013382,0.5956899999999999,Secreted Kazal domain-containing protein
83,cgd7_4310-RA-p1,11.559823,7.031428461537136,0.5956899999999999,"Cysteine-rich secretory protein, allergen V5/Tpx-1-related"
84,cgd6_1150-RA-p1,-11.302745,6.410086591992053,0.5956899999999999,Uncharacterized protein
85,cgd5_3420-RA-p1,11.149744,6.48916370115336,0.5956899999999999,TSP1/LNR (Lin-12/Notch) repeat containing protein
86,cgd1_1433-RA-p1,-10.695393,5.9086871957648945,0.5956899999999999,Uncharacterized protein
87,cgd5_3700-RA-p1,-10.405187,6.739251356859785,0.6090800000000001,Sec1-like protein
88,cgd7_2050-RA-p1,-10.3736,6.757832887421267,0.6090800000000001,Activator of Hsp90 ATPase
89,cgd7_3250-RA-p1,-10.257556,7.131122449179136,0.61,Uncharacterized Protein
90,cgd1_1710-RA-p1,-9.881753,6.139367282556644,0.646,Phosphoglycerate mutase
91,cgd4_2120-RA-p1,-9.847068,6.894094519694325,0.646,PX domain containing protein
92,cgd2_3210-RA-p1,-9.585609,6.53832715311064,0.67098,Uncharacterized protein
93,cgd8_420-RA-p1,-9.584700999999999,6.171242562420948,0.67098,Uncharacterized protein
94,cgd6_5360-RA-p1,-9.174175,6.424648099750256,0.71032,Uncharacterized protein
95,cgd8_3600-RA-p1,-9.128865,6.910882264032251,0.71063,Uncharacterized protein
96,cgd5_3260-RA-p1,9.060205999999999,7.157047718180682,0.7115600000000001,"Glycosyl transferase, family 8"
97,cgd4_3480-RA-p1,-8.925236,6.663408486788012,0.72505,Uncharacterized protein
98,cgd3_3430-RA-p1,8.824921,8.43710312962994,0.73133,Amine oxidase
99,cgd1_1550-RA-p1,-8.809341,6.8010155531497105,0.73133,Uncharacterized protein
100,cgd7_3830-RA-p1,-8.468838,6.980550329014555,0.7684,Uncharacterized protein
101,cgd8_4660-RA-p1,8.434069000000001,6.982976614616674,0.7684,Uncharacterized protein
102,cgd8_2660-RA-p1,-8.21932,6.0642364175697505,0.79147,Uncharacterized protein
103,cgd3_3210-RA-p1,-8.196232,6.039805336771502,0.79147,HAD-like/Lipin_domain_containing_protein(PV1H14080_P)
104,cgd1_1240-RA-p1,-8.129714,6.672873873713667,0.79147,Sec14 domain containing protein
105,cgd1_3490-RA-p1,-8.002583999999999,5.7920728563810355,0.80657,Uncharacterized protein
106,cgd7_1930-RA-p1,-7.756087,6.74219842304446,0.8430200000000001,Creatinase/Aminopeptidase P/Spt16/cdc68p/PH-like domain-containing protein
107,cgd1_2480-RA-p1,-7.7452179999999995,5.960412106554862,0.8430200000000001,Actin family
108,cgd5_1330-RA-p1,7.400189,7.491295400493417,0.89546,RRM domain containing protein
109,cgd2_3930-RA-p1,-7.279611,6.392041500614842,0.91156,Deoxyhypusine synthase
110,cgd3_560-RA-p1,-7.208972999999999,6.4264038944017985,0.9198200000000001,Uncharacterized protein
111,cgd3_2190-RA-p1,-7.172588,6.447116667993276,0.9198200000000001,UBA-like/Ubiquitin-associated/Aspartic peptidase domain containing protein
112,cgd7_1970-RA-p1,-7.137055,6.7207957056259096,0.9198200000000001,NPL4 Nuclear pore localisation protein Npl4 /Ubiquitin-like domain containing protein
113,cgd1_320-RA-p1,-7.032309,6.884292926328111,0.9308,Oxysterol-binding protein
114,cgd6_2840-RA-p1,-7.0066679999999995,6.8096169434706,0.9308,Sucrose-phosphatase-like protein /HAD superfamily hydrolase
115,cgd3_2330-RA-p1,-7.004838,6.0776878448749185,0.9308,DEAD/DEAH box helicase with DBP10CT (NUC160) domain
116,cgd7_830-RA-p1,-6.963525,5.501991468981428,0.9308,Queuine tRNA-ribosyltransferase catalytic subunit 1
117,cgd3_660-RA-p1,6.917298,7.293058921323302,0.9308,Uncharacterized protein
118,cgd2_2890-RA-p1,-6.843392999999999,7.003749104174922,0.9329700000000001,Biotin--acetyl-CoA-carboxylase ligase
119,cgd1_3690-RA-p1,6.713669,8.232256079078413,0.9520200000000001,Aspartyl (Acid) protease
120,cgd5_90-RA-p1,-6.513942,5.736727741287105,0.991,Uncharacterized protein
121,cgd2_3780-RA-p1,6.5114790000000005,7.132109507424247,0.991,Uncharacterized protein
122,cgd3_80-RA-p1,-6.476436,7.3624045561359335,0.991,Adenosylhomocysteinase
123,cgd2_1160-RA-p1,-6.3912629999999995,7.1388551903029915,0.9974,Eukaryotic translation initiation factor 3 subunit L
124,cgd7_200-RA-p1,-6.328391000000001,5.232764509583136,1.0,Uncharacterized protein
125,cgd4_1080-RA-p1,-6.298826999999999,5.936874331945981,1.0,Thioredoxin domain containing protein
126,cgd8_1640-RA-p1,-6.204173,6.3158601843354125,1.0,PRA1 family protein
127,cgd5_3230-RA-p1,-6.183066,7.812564556093319,1.0,Manganese/iron superoxide dismutase
128,cgd4_4340-RA-p1,-6.1557830000000004,6.233969514572711,1.0,Diacylglycerol kinase
129,cgd2_590-RA-p1,6.120414,5.951001142293435,1.0,Nucleotide-sugar transporter
130,cgd3_650-RA-p1,-6.0814639999999995,6.295065227451562,1.0,Uncharacterized protein
131,cgd5_1310-RA-p1,-5.974956,6.649836587886603,1.0,CS domain containing protein
132,cgd8_3320-RA-p1,-5.826953,6.977563572577153,1.0,Phenylalanyl-tRNA synthetase beta chain
133,cgd5_830-RA-p1,5.815087,5.564537453020694,1.0,Signal Peptide Uncharacterized transmembrane Protein
134,cgd3_2030-RA-p1,-5.803026,7.007417167459111,1.0,Choline/ethanolamine kinase
135,cgd7_2090-RA-p1,-5.799125,6.8340959742078295,1.0,RuvB-like helicase
136,cgd3_1810-RA-p1,-5.737622,6.477594859923372,1.0,Casein kinase I
137,cgd7_400-RA-p1,5.734593,8.87723602535516,1.0,Uncharacterized protein
138,cgd2_3080-RA-p1,5.687011,6.181157794833518,1.0,CpTSP10 protein/Kringle domain containing protein
139,cgd3_980-RA-p1,5.645217,6.8568805750135065,1.0,Peptidase S54 rhomboid domain containing protein
140,cgd3_3710-RA-p1,-5.635225,6.158476077417389,1.0,Uncharacterized protein
141,cgd8_2670-RA-p1,5.595619,6.3214068181510985,1.0,Glucose-methanol-choline oxidoreductase
142,cgd3_2320-RA-p1,5.5854669999999995,6.936548725903122,1.0,cGMP phosphodiesterase A4
143,cgd7_920-RA-p1,-5.577516999999999,5.7356670189802434,1.0,N-terminal acetyltransferase A auxiliary subunit with TPR repeat
144,cgd5_3823-RA-p1,5.576059,7.394236202139336,1.0,Chromatin target of PRMT1 protein-like protein
145,cgd5_2580-RA-p1,5.525071,6.181905013412225,1.0,Uncharacterized protein with C2H2-type Zinc finger
146,cgd5_3850-RA-p1,-5.514881,6.854459182059198,1.0,Adapter-protein complex 1 gamma subunit
147,cgd5_4470-RA-p1,-5.4900150000000005,5.5870146381512305,1.0,Thrombospondin type-1 (TSP1) repeat/EGF-like domain containing protein
148,cgd5_670-RA-p1,-5.452376,6.818922098516829,1.0,RuvB-like helicase
149,cgd5_1450-RA-p1,-5.436675,6.354713339643364,1.0,Uncharacterized protein
150,cgd1_1170-RA-p1,-5.330366000000001,6.628387226931356,1.0,Ubiquitin carboxyl-terminal hydrolase
151,cgd8_4760-RA-p1,-5.310728,6.735195419874956,1.0,Arginine n-methyltransferase
152,cgd3_4240-RA-p1,-5.301898,5.3016660244555815,1.0,Insulinase (Peptidase family M16)
153,cgd2_240-RA-p1,-5.301898,5.7656661958060225,1.0,Ubiquitin-conjugating enzyme
154,cgd3_3680-RA-p1,-5.301898,5.416577549488165,1.0,Uncharacterized protein with EF-hand domain
155,cgd2_1460-RA-p1,-5.301898,6.155807229173856,1.0,SUMO-1 activating enzyme subunit 2
156,cgd2_990-RA-p1,-5.301898,6.089301976825452,1.0,Queuine tRNA-ribosyltransferase
157,cgd4_3190-RA-p1,-5.301898,5.946100035814859,1.0,Small nuclear ribonucleoprotein
158,cgd8_2250-RA-p1,-5.301898,4.750729985346325,1.0,XRN 5-3 exonuclease N-terminus
159,cgd4_3250-RA-p1,-5.301898,5.711103917985617,1.0,tRNA (guanine(26)-N(2))-dimethyltransferase
160,cgd6_3480-RA-p1,-5.301898,5.569892178299148,1.0,Uncharacterized protein
161,cgd3_3640-RA-p1,-5.301898,5.562885995034771,1.0,Protein kinase-like domain containing protein
162,cgd6_2730-RA-p1,-5.301898,5.618565801921634,1.0,Signal Peptide Uncharacterized transmembrane Protein
163,cgd8_510-RA-p1,-5.301898,5.219289745077169,1.0,Pus1p-like type II pseudousynthas TruA
164,cgd7_5300-RA-p1,-5.301898,5.788142671087316,1.0,Rab geranylgeranyltransferase alpha subunit
165,cgd8_4850-RA-p1,-5.301898,5.214340410319735,1.0,SUN/Galactose-binding domain containing protein
166,cgd1_1540-RA-p1,-5.301898,6.438546040405361,1.0,Dynein intermediate chain
167,cgd8_290-RA-p1,-5.301898,5.8253709348436296,1.0,Serine-threonine protein phosphatase
168,cgd3_2220-RA-p1,-5.301898,6.458169313632835,1.0,Ubiquitin-conjugating enzyme
169,cgd3_1750-RA-p1,-5.301898,6.321723709562362,1.0,Uncharacterized protein
170,cgd1_3240-RA-p1,-5.301898,5.440355370926208,1.0,Uncharacterized protein
171,cgd2_1840-RA-p1,-5.301898,6.067172129995953,1.0,Signal peptide
172,cgd2_620-RA-p1,-5.301898,6.306635868333671,1.0,Protein transport Sec61-beta/Sbh
173,cgd2_630-RA-p1,-5.301898,5.427414694565268,1.0,Inward rectifier potassium channel
174,cgd7_190-RA-p1,-5.301898,5.644032992959918,1.0,Dynamitin
175,cgd5_2040-RA-p1,-5.301898,5.528625359730756,1.0,Glycosyl transferase family 2
176,cgd7_2840-RA-p1,-5.301898,5.999007227085422,1.0,SUMO-conjugating enzyme Ubc9
177,cgd8_1560-RA-p1,-5.301898,6.250087241070202,1.0,Peptidyl-prolyl cis-trans isomerase
178,cgd5_2730-RA-p1,-5.301898,6.387809678646677,1.0,Uncharacterized protein
179,cgd4_920-RA-p1,-5.301898,5.365778353433398,1.0,Histidine phosphatase superfamily clade-2
180,cgd3_4250-RA-p1,-5.301898,5.753839576862761,1.0,unspecified product
181,cgd5_1150-RA-p1,-5.301898,6.297037544125063,1.0,Transcription factor IIS domain containing protein
182,cgd5_2380-RA-p1,-5.301898,5.153987531914477,1.0,Uncharacterized Protein
183,cgd2_3130-RA-p1,5.301898,6.016854155865871,1.0,Uncharacterized protein
184,cgd3_1830-RA-p1,5.301898,4.719877127149593,1.0,Uncharacterized protein
185,cgd2_4350-RA-p1,5.301898,5.244564081018601,1.0,Patched family protein
186,cgd4_2470-RA-p1,5.301898,5.5522889045393145,1.0,Uncharacterized protein
187,cgd4_4160-RA-p1,5.301898,6.094443758724979,1.0,Uncharacterized protein
188,cgd7_4440-RA-p1,5.301898,6.507644517577051,1.0,Glycosyltransferase 2-like
189,cgd7_3500-RA-p1,5.301898,5.520594876026084,1.0,Leo1-like protein
190,cgd7_1350-RA-p1,5.301898,6.460230359950132,1.0,Uncharacterized protein
191,cgd6_3530-RA-p1,-5.257357,6.098227110892797,1.0,Uncharacterized protein with WD40-repeat
192,cgd7_4070-RA-p1,-5.231749,6.680283527943633,1.0,"Arsenical pump ATPase, ArsA/GET3"
193,cgd1_50-RA-p1,5.148814,5.160238367096834,1.0,Uncharacterized protein with Tetratricopeptide repeat
194,cgd8_2530-RA-p1,5.132976,6.984890048985947,1.0,Sushi/SCR/CCP domain containing protein
195,cgd6_710-RA-p1,5.116535,7.524689880184148,1.0,Uncharacterized Secreted Protein
196,cgd3_1220-RA-p1,5.103673000000001,8.265595064951183,1.0,Hyaluronan/mRNA-binding protein
197,cgd1_1060-RA-p1,-5.091891,6.436487212557133,1.0,Uncharacterized protein with Armadillo-type fold
198,cgd1_1080-RA-p1,-5.069776999999999,6.860346991881117,1.0,Alpha beta hydrolase
199,cgd5_680-RA-p1,-5.053105,7.056260551123566,1.0,WD40-repeat-containing protein
200,cgd8_4720-RA-p1,-5.040396,7.380949517648325,1.0,"Seryl-tRNA synthetase, cytoplasmic"
201,cgd4_960-RA-p1,-4.9800699999999996,6.816088772858218,1.0,Phosphomannomutase
202,cgd6_620-RA-p1,-4.954636,6.777203092237381,1.0,"Casein kinase II, alpha subunit"
203,cgd6_5140-RA-p1,-4.920397,7.331433370526965,1.0,Concanavalin A-like lectin/glucanase domain containing protein
204,cgd3_1960-RA-p1,-4.890445,5.161996525422446,1.0,Uncharacterized protein
205,cgd8_630-RA-p1,-4.874515,6.949383353918186,1.0,26S proteasome non-ATPase regulatory subunit 5
206,cgd2_320-RA-p1,-4.670653,6.880115875189597,1.0,Activator of Hsp90 ATPase homolog 1-like protein
207,cgd6_1660-RA-p1,4.630565,7.09394089944305,1.0,Uncharacterized protein with Thrombospondin type-1 (TSP1) repeat
208,cgd7_2900-RA-p1,-4.619311,7.075604012018283,1.0,26S Proteasome non-ATPase regulatory subunit 7/8
209,cgd1_3730-RA-p1,-4.604081,6.719124699335345,1.0,Glucosamine-fructose-6-phosphate aminotransferase/Sugar isomerase (SIS)
210,cgd4_4200-RA-p1,-4.562066000000001,6.392672512518114,1.0,Tetratricopeptide repeat
211,cgd6_3910-RA-p1,-4.538424,6.179863325904258,1.0,Pleckstrin homology (PH) domain containing protein
212,cgd2_3330-RA-p1,4.495928,8.022325525114448,1.0,Hsp70 protein
213,cgd8_1030-RA-p1,-4.416373,7.352242993428437,1.0,Glycyl-tRNA synthetase
214,cgd6_5330-RA-p1,-4.393943,6.403880814748651,1.0,Uncharacterized protein
215,cgd7_3020-RA-p1,4.393912,5.929420628826569,1.0,Rhomboid-like protein
216,cgd6_3800-RA-p1,-4.3059,6.2029825429444925,1.0,Hexokinase
217,cgd4_4300-RA-p1,-4.2496,6.909662806916075,1.0,Beta adaptin
218,cgd3_1950-RA-p1,-4.2283610000000005,6.625593656485638,1.0,unspecified product
219,cgd2_930-RA-p1,-4.201969,7.176910819291389,1.0,insulinase-like peptidase
220,cgd1_3630-RA-p1,-4.139771,6.694191471695178,1.0,Dynein family light intermediate chain
221,cgd4_2780-RA-p1,4.100268,7.594025123309619,1.0,DnaJ domain containing protein
222,cgd6_1750-RA-p1,-4.046530000000001,5.384389559030597,1.0,Rab geranylgeranyl transferase beta / prenyltransferase alpha/alpha toroid fold containing protein
223,cgd8_580-RA-p1,-4.04091,6.864585335902201,1.0,Ubiquitin-conjugating enzyme E2
224,cgd5_480-RA-p1,-3.997528,6.770259298395291,1.0,26S proteasome complex ubiquitin receptor subunit Rpn13
225,cgd1_2050-RA-p1,-3.9898480000000003,5.958976004603301,1.0,Uncharacterized protein with WD40 repeat
226,cgd6_3460-RA-p1,3.903467,6.289200857012869,1.0,Uncharacterized protein
227,cgd8_2200-RA-p1,-3.864009,6.564351964856791,1.0,Actin
228,cgd8_1770-RA-p1,-3.85874,6.329749783112998,1.0,Uncharacterized Secreted Protein
229,cgd8_3120-RA-p1,3.8485519999999998,6.904908942634058,1.0,Uncharacterized protein
230,cgd2_920-RA-p1,-3.8341839999999996,6.608042620936963,1.0,Peptidase M16(Insulinase)
231,cgd4_2910-RA-p1,-3.788061,7.256285882047735,1.0,Peptidase M24
232,cgd7_2170-RA-p1,-3.78724,6.669280300332615,1.0,Voltage-dependent calcium channel alpha-1 subunit
233,cgd7_5100-RA-p1,-3.7318010000000004,7.286545198377833,1.0,Thioredoxin
234,cgd6_4280-RA-p1,-3.7288339999999995,5.788018747189109,1.0,Uncharacterized protein
235,cgd7_5140-RA-p1,3.6165199999999995,8.498070131683551,1.0,Uncharacterized Protein
236,cgd3_3740-RA-p1,3.5983120000000004,6.640565571305806,1.0,p-type ATPase 2
237,cgd7_2680-RA-p1,-3.574181,6.8379968700953375,1.0,Clathrin assembly protein
238,cgd4_230-RA-p1,-3.4406440000000003,6.609562929737397,1.0,Uncharacterized protein
239,cgd4_2090-RA-p1,-3.434961,6.346376123164185,1.0,SET domain containing protein
240,cgd6_313-RA-p1,3.4071919999999998,8.693785847217654,1.0,Uncharacterized protein
241,cgd5_3500-RA-p1,3.39056,7.0815112476323305,1.0,Major facilitator superfamily domain containing protein
242,cgd1_2470-RA-p1,-3.385444,6.4128350384153405,1.0,Serine/threonine-protein phosphatase 2A activator
243,cgd7_4160-RA-p1,3.3513029999999997,7.355625815970905,1.0,Glycosyltransferase 2-like
244,cgd5_3460-RA-p1,-3.3414089999999996,7.060925564947578,1.0,5-Nucleotidase/apyrase
245,cgd2_3050-RA-p1,3.341269,7.705902466492772,1.0,Uncharacterized protein
246,cgd7_20-RA-p1,-3.3274510000000004,6.963303775667555,1.0,Ankyrin repeat-containing protein
247,cgd6_4130-RA-p1,-3.314043,7.0470153946871825,1.0,Anamorsin
248,cgd8_1680-RA-p1,-3.298401,6.866724564747087,1.0,SSNA1
249,cgd7_1730-RA-p1,3.2700150000000003,8.788739745451252,1.0,CpCCp1/Cpa135
250,cgd6_3640-RA-p1,-3.2459580000000003,7.455235803003357,1.0,"Disulfide-isomerase, signal peptide plus ER retention motif"
251,cgd3_3470-RA-p1,-3.221393,6.909437277323631,1.0,Proliferating cell nuclear antigen
252,cgd8_3940-RA-p1,-3.217612,6.756445920162273,1.0,"eIF-2B gamma, eukaryotic translation initiation factor 2B subunit 3"
253,cgd2_530-RA-p1,-3.204709,7.497269919546035,1.0,Proteasome subunit beta type
254,cgd8_70-RA-p1,3.202603,7.102389107591626,1.0,Calcineurin-like phosphoesterase
255,cgd7_60-RA-p1,-3.191583,5.785864068214973,1.0,Hat1-like acetyltransferase
256,cgd8_3790-RA-p1,-3.14443,6.8756133349295725,1.0,SEC14/CRAL-TRIO lipid binding domain
257,cgd8_1120-RA-p1,-3.132165,6.169007592786492,1.0,HBS1 eRFS. GTpase. (RNA metabolism translation)
258,cgd7_3350-RA-p1,-3.118891,6.128026048143557,1.0,Eukaryotic DNA topoisomerase I
259,cgd1_3543-RA-p1,3.107862,7.053793095898576,1.0,Uncharacterized protein
260,cgd7_4810-RA-p1,3.073571,9.158576068222104,1.0,Fibronectin II collagen-binding/PA14 domain containing protein
261,cgd6_690-RA-p1,-3.0152099999999997,7.130133732505715,1.0,Ribonucleotide reductase small subunit
262,cgd3_640-RA-p1,-3.012438,7.501371513162646,1.0,Acyl-CoA synthetase
263,cgd7_1660-RA-p1,-3.01002,6.543631669447071,1.0,Uncharacterized protein
264,cgd5_880-RA-p1,-2.968252,5.228661661016432,1.0,TsaA-like domain containing protein
265,cgd2_2020-RA-p1,-2.959507,6.625714313266411,1.0,Uncharacterized protein
266,cgd6_820-RA-p1,2.939132,9.038827392422172,1.0,Uncharacterized Secreted Protein
267,cgd7_340-RA-p1,-2.936871,5.608352174019704,1.0,GRASP55/65 PDZ-like domain containing protein
268,cgd6_2440-RA-p1,2.930402,6.918406422580027,1.0,Uncharacterized protein
269,cgd8_3260-RA-p1,-2.929268,7.356150834390296,1.0,Importin
270,cgd2_2550-RA-p1,2.9245509999999997,7.762886160370834,1.0,Uncharacterized protein
271,cgd8_590-RA-p1,-2.923969,6.439101798365256,1.0,alpha/beta hydrolase fold-containing protein
272,cgd2_860-RA-p1,-2.898669,7.2976208288681095,1.0,Proteasome subunit beta type
273,cgd2_910-RA-p1,-2.889298,6.293560686295772,1.0,Protein kinase domain containing protein
274,cgd3_1340-RA-p1,-2.872042,5.91095044794233,1.0,NMD3p like protein
